Tarefa;p;Abordagem;Tempo;Minute;Hour;Acerto;Titulos;Tarefas;;T1.XC;T1.XD;T2.XC;T2.XD;T3.XC;T3.XD;T4.XC;T4.XC;T5.XC;T5.XD;T6.XC;T6.XD
Task 5;p<0.001;XDiff;526;8,766666667;0,146111111;1;;;;;;;;;;;;;;;
Task 5;p<0.001;XDiff;NA;NA;NA;NA;;;;;;;;;;;;;;;
Task 5;p<0.001;XDiff;NA;NA;NA;NA;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;37;0,616666667;0,010277778;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;327;5,45;0,090833333;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;29;0,483333333;0,008055556;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;90;1,5;0,025;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;115;1,916666667;0,031944444;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;180;3;0,05;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;225;3,75;0,0625;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;477;7,95;0,1325;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;120;2;0,033333333;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;24;0,4;0,006666667;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;240;4;0,066666667;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;120;2;0,033333333;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;60;1;0,016666667;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;30;0,5;0,008333333;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;60;1;0,016666667;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;99;1,65;0,0275;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;120;2;0,033333333;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;88;1,466666667;0,024444444;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;39;0,65;0,010833333;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;15;0,25;0,004166667;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;95;1,583333333;0,026388889;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;24;0,4;0,006666667;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;25;0,416666667;0,006944444;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;125;2,083333333;0,034722222;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;191;3,183333333;0,053055556;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;137;2,283333333;0,038055556;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;143;2,383333333;0,039722222;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;34;0,566666667;0,009444444;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;101;1,683333333;0,028055556;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;40;0,666666667;0,011111111;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XChange;43;0,716666667;0,011944444;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;598;9,966666667;0,166111111;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;738;12,3;0,205;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;382;6,366666667;0,106111111;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;494;8,233333333;0,137222222;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;604;10,06666667;0,167777778;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;429;7,15;0,119166667;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;706;11,76666667;0,196111111;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;446;7,433333333;0,123888889;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;331;5,516666667;0,091944444;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;180;3;0,05;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;600;10;0,166666667;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;420;7;0,116666667;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;600;10;0,166666667;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;816;13,6;0,226666667;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;360;6;0,1;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;451;7,516666667;0,125277778;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;360;6;0,1;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;1140;19;0,316666667;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;393;6,55;0,109166667;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;173;2,883333333;0,048055556;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;322;5,366666667;0,089444444;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;366;6,1;0,101666667;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;257;4,283333333;0,071388889;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;254;4,233333333;0,070555556;1;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;472;7,866666667;0,131111111;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;613;10,21666667;0,170277778;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;542;9,033333333;0,150555556;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;111;1,85;0,030833333;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;413;6,883333333;0,114722222;0;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;NA;NA;NA;NA;;;;;;;;;;;;;;;
Task 6;p<0.001;XDiff;NA;NA;NA;NA;;;;;;;;;;;;;;;
